,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress
209140,237.82,district_heating,False,True,40.0,896.49,1992.0,113593118,False,True,658.67,77.49,fully_renovated,no,False,ground_floor,2.0,0.0,5.0,True,Steglitz_Steglitz,80.13,0,"Brandenburgische Str. 14, 12167 Berlin, Germany"
209147,174.91,district_heating,True,True,40.0,934.6,2019.0,114900798,True,False,759.7,27.93,first_time_use,no,False,apartment,1.0,0.0,3.0,False,Tempelhof_Tempelhof,35.126613090844536,0,"Friedrich-Karl-Str. 22, 12103 Berlin, Germany"
209167,110.0,district_heating,False,False,40.0,709.0,1979.0,110195253,False,True,599.0,49.24,modernized,no,True,apartment,2.0,4.0,5.0,False,Friedrichsfelde_Lichtenberg,60.0,0,"Alt-Friedrichsfelde 73, 10315 Berlin, Germany"
209171,330.0,floor_heating,False,True,10.0,2290.0,2015.0,88796792,True,True,1960.0,86.5,mint_condition,no,True,apartment,2.0,3.0,5.0,True,Wilmersdorf_Wilmersdorf,70.25322618168907,1,"Pariser Straße 23-24, 10707 Berlin, Germany"
209206,337.0,central_heating,True,True,32.13564239968631,2580.0,2018.0,106752213,True,True,2243.0,124.61,first_time_use,no,True,roof_storey,4.0,6.0,7.0,True,Mitte_Mitte,140.50645236337814,1,"Neue Grünstraße 19c, 10179 Berlin, Germany"
209221,219.09,district_heating,False,True,40.0,744.27,1989.0,111391733,False,True,525.18,69.4,modernized,no,True,apartment,3.0,1.0,4.0,False,Hellersdorf_Hellersdorf,83.21,0,"Ludwigsfelder Str. 2, 12629 Berlin, Germany"
209245,226.95,floor_heating,True,True,40.0,1513.0,2018.0,106365392,False,False,1286.05,75.65,first_time_use,no,False,apartment,2.0,0.0,6.0,False,Mitte_Mitte,70.25322618168907,1,"Boyenstraße 33, 10115 Berlin, Germany"
209248,89.0,central_heating,False,True,10.0,960.0,1908.0,63378734,True,False,799.0,68.33,first_time_use_after_refurbishment,negotiable,False,apartment,2.0,4.0,4.0,False,Adlershof_Treptow,72.0,0,"Florian-Geyer-Str.  110, 12489 Berlin, Germany"
209250,180.0,central_heating,True,True,40.0,13500.0,2018.0,110834468,False,False,1050.0,79.6,first_time_use,no,False,loft,2.0,5.0,5.0,False,Wedding_Wedding,70.0,0,"Gottschedstr. 12, 13357 Berlin, Germany"
209271,186.94,central_heating,False,True,10.0,1121.66,1900.0,100279569,False,False,934.72,58.42,fully_renovated,negotiable,True,apartment,2.0,1.0,5.0,False,Friedrichshain_Friedrichshain,70.25322618168907,0,"Simplonstraße 17, 10245 Berlin, Germany"
209277,320.0,central_heating,True,True,40.0,2260.0,2019.0,115670607,True,True,1940.0,130.0,first_time_use,no,False,apartment,4.0,0.0,6.0,True,Lichtenberg_Lichtenberg,140.50645236337814,1,"Ernst-Reinke-Straße 6, 10369 Berlin, Germany"
209303,490.0,floor_heating,False,True,2.4,2489.0,1915.0,114672596,True,True,1999.0,139.83,refurbished,negotiable,True,maisonette,3.0,6.0,6.0,False,Charlottenburg_Charlottenburg,105.37983927253362,1,"Otto-Suhr-Allee 18/20, 10585 Berlin, Germany"
209390,200.0,district_heating,False,True,40.0,849.0,1958.0,111291407,False,False,649.0,65.0,first_time_use_after_refurbishment,negotiable,False,raised_ground_floor,2.5,0.0,7.0,False,Staaken_Spandau,80.0,0,"Heerstr. 388, 13593 Berlin, Germany"
209394,189.83,floor_heating,True,True,32.13564239968631,1840.58,2018.0,110745997,True,True,1543.93,105.46,first_time_use,no,True,apartment,3.0,4.0,3.0,True,Grünau_Köpenick,106.82,0,"Teichmummelring 59, 12527 Berlin, Germany"
209435,224.31,district_heating,False,False,40.0,753.7,1983.0,113232950,False,False,529.39,77.83,modernized,no,True,apartment,3.0,9.0,4.0,False,Biesdorf_Marzahn,66.78,0,"Buckower Ring 79, 12683 Berlin, Germany"
209505,103.2,central_heating,False,False,10.0,750.0,1910.0,39600005,True,False,646.8,47.73,fully_renovated,negotiable,False,apartment,2.0,2.0,4.0,False,Tiergarten_Tiergarten,40.0,0,"Elberfelder Straße 9, 10555 Berlin, Germany"
209532,283.96,central_heating,False,False,10.0,1703.8,1980.0,111393561,True,False,1419.84,88.74,refurbished,yes,True,roof_storey,3.0,3.0,4.0,False,Friedrichshain_Friedrichshain,133.11,0,"Neue Bahnhofstraße 6, 10245 Berlin, Germany"
209543,305.0,central_heating,True,False,32.13564239968631,2091.0,2019.0,113869045,False,False,1786.0,122.0,first_time_use,no,False,apartment,4.0,1.0,4.0,False,Marienfelde_Tempelhof,0.0,0,"Malteserstraße 148, 12277 Berlin, Germany"
209560,114.66,central_heating,False,True,10.0,849.31,1998.0,113866300,False,False,673.99,74.45,first_time_use,no,True,apartment,3.0,4.0,6.0,False,Marzahn_Marzahn,60.66,0,"Mehrower Allee 36D, 12687 Berlin, Germany"
209603,230.0,central_heating,True,True,40.0,1860.0,2019.0,111334987,False,True,1525.0,119.3,first_time_use,no,True,apartment,3.0,3.0,5.0,True,Tempelhof_Tempelhof,105.0,0,"^Manteuffelstraße 43, 12103 Berlin, Germany"
209615,163.34,district_heating,True,True,40.0,1788.57,2019.0,114583072,True,False,1543.56,81.67,first_time_use,negotiable,True,apartment,3.0,2.0,5.0,True,Tiergarten_Tiergarten,81.67,0,"Heidestraße 19, 10557 Berlin, Germany"
209626,190.29,district_heating,False,True,40.0,681.82,1985.0,115654105,False,False,491.53,62.23,first_time_use_after_refurbishment,no,True,apartment,3.0,8.0,5.0,False,Marzahn_Marzahn,52.02,0,"Max-Herrmann-Str. 2, 12687 Berlin, Germany"
209651,180.0,central_heating,False,True,2.4,1130.0,1995.0,112895777,False,True,950.0,77.0,well_kept,no,True,ground_floor,3.0,0.0,5.0,True,Rosenthal_Pankow,105.37983927253362,1,"Lessingstr 19, 13158 Berlin, Germany"
209662,170.83,district_heating,False,True,10.0,760.16,1930.0,106896066,False,True,589.33,54.05,first_time_use_after_refurbishment,no,False,apartment,2.5,1.0,6.0,False,Reinickendorf_Reinickendorf,85.13,0,"Romanshorner Weg 58, 13407 Berlin, Germany"
209674,123.0,night_storage_heater,False,True,10.0,630.0,1971.0,106338971,False,False,417.0,63.0,well_kept,negotiable,True,apartment,2.0,4.0,7.0,False,Staaken_Spandau,90.0,0,"Maulbeerallee 51, 13593 Berlin, Germany"
209687,97.0,central_heating,False,True,40.0,884.08,1978.0,113786985,False,True,691.08,88.26,first_time_use,no,False,apartment,4.0,10.0,5.0,False,Friedrichsfelde_Lichtenberg,96.0,0,"Franz-Mett-Straße 08, 10319 Berlin, Germany"
209730,150.0,floor_heating,False,True,40.0,1230.75,2018.0,115692531,True,True,975.75,65.0,first_time_use,negotiable,True,apartment,2.0,1.0,5.0,False,Neukölln_Neukölln,105.0,1,"Delbrückstraße 43, 12051 Berlin, Germany"
209815,115.0,district_heating,False,True,40.0,675.0,1938.0,111370625,True,False,560.0,45.0,first_time_use_after_refurbishment,negotiable,False,apartment,2.0,2.0,3.0,False,Spandau_Spandau,70.25322618168907,0,"Hohenzollernring 128, 13585 Berlin, Germany"
209862,116.28,central_heating,False,True,40.0,624.22,1987.0,110272211,False,False,494.17,48.86,well_kept,no,True,other,1.5,1.0,3.0,False,Kreuzberg_Kreuzberg,13.77,1,"Wilhelmstraße 112, 10963 Berlin, Germany"
209889,220.03,district_heating,False,True,2.4,651.72,1960.0,106718541,False,True,431.69,56.33,modernized,no,True,ground_floor,2.0,0.0,3.0,False,Britz_Neukölln,104.69,0,"Gutschmidtstr. 78, 12359 Berlin, Germany"
209908,187.0,floor_heating,False,False,40.0,1489.84,2016.0,112108365,False,False,1235.84,85.23,first_time_use,no,True,apartment,2.0,6.0,7.0,False,Mitte_Mitte,67.0,0,"Chausseestraße 58, 10115 Berlin, Germany"
209934,87.52,district_heating,True,True,32.13564239968631,793.4999999999999,2019.0,112930953,False,True,659.3,58.35,well_kept,no,True,other,2.0,5.0,5.0,False,Hellersdorf_Hellersdorf,46.68,0,"Forster Str. 5, 12627 Berlin, Germany"
209937,100.0,central_heating,False,True,40.0,930.0,1930.0,113685362,False,True,747.0,74.7,fully_renovated,negotiable,False,apartment,3.0,2.0,2.0,True,Köpenick_Köpenick,83.0,0,"Mahlsdorfer Str. 60, 12555 Berlin, Germany"
209943,92.22,floor_heating,False,True,40.0,1398.67,1980.0,106320889,True,False,1244.97,61.48,first_time_use,no,True,apartment,2.0,4.0,11.0,False,Friedrichshain_Friedrichshain,61.48,0,"Stralauer Platz 35, 10243 Berlin, Germany"
209969,350.0,central_heating,False,True,40.0,1750.0,2012.0,111349122,True,True,1400.0,97.0,first_time_use_after_refurbishment,negotiable,True,apartment,2.0,7.0,11.0,False,Friedrichshain_Friedrichshain,70.25322618168907,1,"Alt-Stralau 52-53, 10245 Berlin, Germany"
209977,100.0,self_contained_central_heating,False,True,40.0,1031.0,1910.0,107020026,True,False,931.0,66.5,refurbished,negotiable,False,apartment,2.0,4.0,4.0,False,Wedding_Wedding,70.25322618168907,0,"Schulstraße 19, 13347 Berlin, Germany"
209991,418.19,central_heating,False,True,40.0,2999.99,1928.0,112779262,False,True,2581.8,215.15,fully_renovated,negotiable,True,apartment,6.0,2.0,5.0,False,Charlottenburg_Charlottenburg,210.75967854506723,1,"Bayernallee 16, 14052 Berlin, Germany"
210046,65.0,central_heating,False,False,40.0,743.0,1878.0,110768083,True,True,634.0,36.25,well_kept,no,True,apartment,1.0,3.0,5.0,False,Mitte_Mitte,44.0,0,"Münzstraße 5, 10178 Berlin, Germany"
210075,600.0,central_heating,False,True,40.0,3960.0,1980.0,113831866,True,True,3360.0,240.0,fully_renovated,no,True,roof_storey,4.0,5.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,140.50645236337814,1,"Heinrich Roller Straße 16, 10405 Berlin, Germany"
210089,190.82,district_heating,False,True,40.0,728.3,1989.0,106360303,False,True,537.48,68.84,modernized,no,False,apartment,3.0,3.0,5.0,False,Hellersdorf_Hellersdorf,77.34,0,"Stollberger Str. 66, 12627 Berlin, Germany"
210119,219.98,district_heating,False,False,40.0,818.63,1936.0,113805244,False,True,598.65,64.51,well_kept,no,False,roof_storey,2.0,3.0,5.0,False,Tegel_Reinickendorf,99.35,0,"Bernauer Str. 57, 13507 Berlin, Germany"
210128,340.0,central_heating,False,True,2.4,2442.8,2004.0,106837139,True,True,1922.8,174.8,first_time_use,negotiable,True,maisonette,4.0,7.0,7.0,False,Charlottenburg_Charlottenburg,180.0,0,"Marburger Str. 13, 10789 Berlin, Germany"
210129,118.29,central_heating,False,True,40.0,1031.66,2017.0,113288487,False,False,873.94,80.0,first_time_use,no,False,apartment,3.0,3.0,3.0,False,Adlershof_Treptow,39.43,0,"Wilhelm-Hoff-Straße 23, 12489 Berlin, Germany"
210207,235.6,central_heating,False,True,40.0,1127.8,1980.0,114729283,True,False,877.2,51.6,first_time_use,no,True,apartment,2.0,2.0,5.0,False,Adlershof_Treptow,70.25322618168907,0,"Dörpfeldstraße 5, 12489 Berlin, Germany"
210242,185.0,oil_heating,False,False,40.0,2944.0,1910.0,113504288,True,True,2574.0,234.0,well_kept,no,False,apartment,7.0,3.0,4.0,False,Wilmersdorf_Wilmersdorf,185.0,0,"Karlsruher Straße 1, 10711 Berlin, Germany"
210292,70.0,central_heating,False,True,40.0,719.0,1997.0,110182542,True,False,579.0,60.0,well_kept,negotiable,False,apartment,2.0,1.0,3.0,False,Köpenick_Köpenick,70.0,0,"Salvador-Allende-Str. 76C, 12559 Berlin, Germany"
210310,280.0,floor_heating,False,True,10.0,1750.0,2016.0,113019413,True,True,1470.0,72.0,mint_condition,negotiable,True,apartment,3.0,1.0,6.0,False,Friedrichshain_Friedrichshain,105.37983927253362,0,"Markgrafendamm 30, 10245 Berlin, Germany"
210351,158.02,district_heating,True,True,40.0,1761.92,2019.0,114344718,True,True,1524.89,79.01,first_time_use,negotiable,True,apartment,3.0,2.0,5.0,False,Tiergarten_Tiergarten,79.01,0,"Heidestraße 19, 10557 Berlin, Germany"
210447,165.0,gas_heating,False,True,2.4,1193.0,1995.0,44856725,True,False,949.0,83.0,well_kept,no,True,maisonette,3.0,4.0,4.0,False,Rosenthal_Pankow,79.0,0,"Hielscherstraße 43, 13158 Berlin, Germany"
210504,121.19,central_heating,True,True,32.13564239968631,819.83,2018.0,111414410,False,False,641.61,71.29,first_time_use,no,True,apartment,3.0,6.0,6.0,False,Biesdorf_Marzahn,57.03,0,"Cecilienstraße 197, 12683 Berlin, Germany"
210514,70.0,central_heating,False,False,40.0,750.0,1965.0,107028242,True,False,680.0,34.98,first_time_use,no,False,apartment,2.0,1.0,5.0,False,Staaken_Spandau,70.25322618168907,0,"Weinmeisterhornweg 126, 13593 Berlin, Germany"
210542,190.0,central_heating,False,True,40.0,1110.0,1890.0,115508630,True,True,920.0,98.5,fully_renovated,negotiable,False,apartment,3.0,4.0,4.0,False,Oberschöneweide_Köpenick,105.37983927253362,0,"Edisonstr. 34, 12459 Berlin, Germany"
210591,84.9,central_heating,False,False,40.0,494.9,1891.0,113763818,True,False,410.0,34.48,modernized,negotiable,False,apartment,1.0,1.0,3.0,False,Wedding_Wedding,35.126613090844536,0,"Badstraße 42, 13357 Berlin, Germany"
210614,99.35,combined_heat_and_power_plant,False,True,2.4,794.77,1996.0,106991049,True,True,596.07,66.23,well_kept,no,True,apartment,2.0,0.0,4.0,False,Mariendorf_Tempelhof,99.35,0,"Tauernallee 35, 12107 Berlin, Germany"
210618,241.25,central_heating,False,True,40.0,836.75,1998.0,55532448,True,False,595.5,79.4,well_kept,negotiable,False,apartment,3.0,3.0,4.0,True,Karow_Weißensee,105.37983927253362,0,"Münchehagenstr. 18, 13125 Berlin, Germany"
210649,250.0,gas_heating,False,True,2.4,3865.0,1980.0,105776143,True,False,3365.0,224.0,modernized,no,True,apartment,8.0,5.0,5.0,False,Tiergarten_Tiergarten,250.0,0,"Huttenstrasse 31, 10555 Berlin, Germany"
210656,145.0,floor_heating,True,True,40.0,1279.0,2019.0,115618535,True,True,1134.0,63.0,first_time_use,no,True,penthouse,2.0,5.0,5.0,False,Friedrichsfelde_Lichtenberg,70.25322618168907,0,"Lückstraße 38, 10317 Berlin, Germany"
210709,227.5,central_heating,False,True,10.0,2240.0,1906.0,68445237,False,True,1837.5,175.0,first_time_use_after_refurbishment,no,False,apartment,5.0,2.0,3.0,False,Plänterwald_Treptow,175.0,0,"Am Treptower Park 35, 12435 Berlin, Germany"
210768,140.0,district_heating,False,True,40.0,649.0,1968.0,110595215,False,False,439.0,59.0,well_kept,negotiable,True,apartment,2.0,5.0,4.0,False,Waidmannslust_Reinickendorf,70.0,1,"Schluchseestr. 77, 13469 Berlin, Germany"
210802,133.32,district_heating,True,True,40.0,1359.86,2019.0,115136879,True,True,1159.88,66.66,first_time_use,negotiable,True,apartment,2.0,2.0,5.0,False,Tiergarten_Tiergarten,66.66,0,"Heidestraße 19, 10557 Berlin, Germany"
210849,120.0,district_heating,False,True,40.0,669.0,1968.0,113496377,False,False,439.0,61.69,modernized,negotiable,False,apartment,2.0,2.0,6.0,False,Waidmannslust_Reinickendorf,110.0,0,"Schluchseestraße 39, 13469 Berlin, Germany"
210857,150.0,self_contained_central_heating,False,False,40.0,746.27,1980.0,115561349,True,True,596.27,63.5,first_time_use,negotiable,False,apartment,2.0,3.0,5.0,False,Reinickendorf_Reinickendorf,70.25322618168907,0,"Residenzstraße 132a, 13409 Berlin, Germany"
210924,350.0,central_heating,False,True,40.0,2150.0,1970.0,110997658,True,False,1800.0,155.0,well_kept,no,False,other,4.0,0.0,2.0,True,Hermsdorf_Reinickendorf,170.0,1,"Wachsmuthstr. 5, 13467 Berlin, Germany"
210940,125.0,self_contained_central_heating,False,True,10.0,1124.0,1900.0,113340259,True,False,999.0,69.0,well_kept,negotiable,False,apartment,2.0,3.0,2.0,False,Tempelhof_Tempelhof,70.25322618168907,0,"Tempelhofer Damm 204, 12099 Berlin, Germany"
210949,116.32,self_contained_central_heating,False,True,10.0,705.52,1956.0,107373035,False,True,589.2,59.56,first_time_use_after_refurbishment,no,False,ground_floor,3.0,0.0,4.0,True,Britz_Neukölln,105.37983927253362,0,"Grünlingweg 2A, 12359 Berlin, Germany"
210988,135.76,central_heating,True,True,32.13564239968631,1107.39,2018.0,107332067,False,False,915.59,78.93,first_time_use,no,True,apartment,3.0,2.0,4.0,False,Friedrichshagen_Köpenick,56.04,0,"Karl-Pokern-Straße 30, 12587 Berlin, Germany"
211008,307.0,central_heating,False,True,40.0,2666.0,1912.0,106777455,False,False,2359.0,138.74,first_time_use,negotiable,False,apartment,4.0,2.0,6.0,False,Wilmersdorf_Wilmersdorf,140.50645236337814,0,"Fasanenstr. 42, 10719 Berlin, Germany"
211022,200.0,district_heating,False,False,40.0,890.0,1930.0,110531390,False,True,690.0,59.94,first_time_use_after_refurbishment,negotiable,False,apartment,2.0,1.0,2.0,False,Alt_Hohenschönhausen_Hohenschönhausen,70.25322618168907,0,"Sabinensteig 12a, 13053 Berlin, Germany"
211030,180.0,central_heating,False,False,10.0,815.0,1918.0,113860482,False,False,635.0,57.62,first_time_use,no,False,apartment,2.0,3.0,4.0,False,Neukölln_Neukölln,58.0,0,"Sonnenallee 95, 12045 Berlin, Germany"
211087,154.36,district_heating,False,False,40.0,675.6,1918.0,110898948,False,True,521.24,51.03,modernized,no,False,apartment,1.5,2.0,3.0,False,Spandau_Spandau,66.23,0,"Adamstr. 34, 13595 Berlin, Germany"
211118,200.0,central_heating,False,True,40.0,1695.0,1900.0,113706316,False,False,1495.0,90.56,first_time_use,no,False,apartment,3.0,1.0,4.0,False,Neukölln_Neukölln,105.37983927253362,0,"Glasower Straße 56, 12051 Berlin, Germany"
211140,280.0,central_heating,False,False,40.0,1485.0,1900.0,112963050,True,False,1205.0,75.0,modernized,no,False,ground_floor,2.0,0.0,4.0,False,Friedrichshain_Friedrichshain,70.25322618168907,0,"Schreinerstraße 57, 10247 Berlin, Germany"
211188,75.0,central_heating,False,True,10.0,760.0,1996.0,110966590,True,False,664.8,66.48,fully_renovated,no,True,apartment,2.0,2.0,3.0,False,Köpenick_Köpenick,65.0,1,"Karlstraße 43, 12557 Berlin, Germany"
211212,244.58,district_heating,True,True,40.0,2642.69,2019.0,114583510,True,True,2275.82,122.29,first_time_use,negotiable,True,penthouse,4.0,5.0,5.0,False,Tiergarten_Tiergarten,122.29,0,"Heidestraße 19, 10557 Berlin, Germany"
211246,131.1,floor_heating,True,False,40.0,801.1,2019.0,115089091,True,True,670.0,46.82,first_time_use,negotiable,True,apartment,1.0,2.0,5.0,False,Köpenick_Köpenick,35.126613090844536,0,"Landjägerstraße 23, 12555 Berlin, Germany"
211251,87.0,central_heating,False,False,40.0,619.1,1994.0,102859584,True,True,469.1,51.15,well_kept,negotiable,False,apartment,2.0,1.0,3.0,False,Spandau_Spandau,63.0,0,"Am Forstacker 7c, 13587 Berlin, Germany"
211351,66.47,central_heating,True,True,40.0,974.82,2018.0,109919138,True,True,841.89,44.31,first_time_use,no,True,apartment,2.0,1.0,4.0,True,Friedrichsfelde_Lichtenberg,66.47,0,"Einbecker Str. 53a, 10315 Berlin, Germany"
211367,75.24,central_heating,True,True,32.13564239968631,552.81,2018.0,107332169,False,False,442.16,44.26,first_time_use,no,True,apartment,1.0,2.0,5.0,False,Biesdorf_Marzahn,35.41,0,"Cecilienstraße 193, 12683 Berlin, Germany"
211397,344.0,district_heating,False,True,10.0,1692.0,1997.0,90635359,True,False,1348.0,94.0,negotiable,negotiable,True,maisonette,2.5,4.0,5.0,False,Mitte_Mitte,87.81653272711134,1,"Charlottenstraße 34, 10117 Berlin, Germany"
211398,60.0,central_heating,False,True,40.0,649.0,1997.0,113225319,True,False,529.0,56.0,well_kept,negotiable,False,apartment,2.0,4.0,4.0,False,Köpenick_Köpenick,60.0,0,"Salvador-Allende-Str. 76H, 12559 Berlin, Germany"
211503,190.0,central_heating,False,True,40.0,1279.0,1920.0,115266731,False,False,1089.0,88.55,modernized,negotiable,False,apartment,3.0,1.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,78.0,0,"Gethsemane Straße 6, 10437 Berlin, Germany"
211556,120.0,self_contained_central_heating,False,False,40.0,1497.0,1900.0,114963720,True,False,1377.0,76.5,refurbished,no,False,apartment,2.0,4.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,0,"Hagenauer Straße 3, 10435 Berlin, Germany"
211598,110.0,central_heating,False,True,40.0,1100.0,1963.0,113787159,True,False,945.0,51.6,first_time_use,no,True,apartment,2.0,2.0,6.0,False,Charlottenburg_Charlottenburg,45.0,0,"Pestalozzistr. 51, 10627 Berlin, Germany"
211622,200.0,gas_heating,False,True,10.0,1400.0,1905.0,107310764,True,True,1200.0,80.0,first_time_use,no,False,ground_floor,3.0,0.0,0.0,False,Mitte_Mitte,105.37983927253362,0,"Schröderstraße 12-2, 10115 Berlin, Germany"
211706,97.87,central_heating,False,True,40.0,605.59,1988.0,113176167,False,True,458.78,61.17,first_time_use_after_refurbishment,negotiable,False,apartment,3.0,6.0,6.0,False,Hellersdorf_Hellersdorf,48.94,0,"Zossener Str. 84, 12629 Berlin, Germany"
211709,160.0,heat_pump,True,True,40.0,1063.0,2018.0,107684113,True,False,823.0,71.56,first_time_use,no,False,apartment,2.0,2.0,2.0,True,Köpenick_Köpenick,80.0,0,"Lindenstr. 2-4, 12555 Berlin, Germany"
211715,64.12,floor_heating,False,True,32.13564239968631,545.02,1980.0,107373414,True,True,448.84,32.06,first_time_use,no,True,ground_floor,1.0,0.0,5.0,False,Oberschöneweide_Köpenick,32.06,0,"Tabbertstraße 6A, 12459 Berlin, Germany"
211731,75.62,central_heating,False,False,40.0,502.28,1979.0,107389109,False,False,386.4,49.01,first_time_use,no,True,apartment,2.0,8.0,11.0,False,Marzahn_Marzahn,40.26,0,"Allee der Kosmonauten 61, 12681 Berlin, Germany"
211737,139.0,gas_heating,False,False,40.0,638.0,1900.0,106366818,False,False,499.0,43.63,first_time_use_after_refurbishment,no,False,apartment,1.0,1.0,6.0,False,Niederschönhausen_Pankow,52.0,0,"Dietzgenstr. 91, 13156 Berlin, Germany"
211744,85.0,self_contained_central_heating,False,True,40.0,673.88,2000.0,113785899,False,False,588.88,65.87,modernized,negotiable,False,raised_ground_floor,2.0,0.0,2.0,False,Bohnsdorf_Treptow,70.25322618168907,1,"Buntzelstraße 77, 12526 Berlin, Germany"
211759,200.0,central_heating,False,True,40.0,806.16,1986.0,113067766,True,True,535.16,72.91,fully_renovated,negotiable,False,ground_floor,2.0,1.0,2.0,False,Lankwitz_Steglitz,71.0,0,"Alt-Lankwitz 43 a, 12247 Berlin, Germany"
211771,208.27,floor_heating,False,True,40.0,1792.71,2014.0,102908885,False,True,1464.13,117.13,first_time_use,negotiable,True,apartment,4.0,4.0,5.0,True,Spandau_Spandau,120.31,1,"Sandstraße 46, 13593 Berlin, Germany"
211858,80.0,central_heating,False,True,32.13564239968631,911.0,1997.0,115371216,True,False,751.0,75.0,well_kept,negotiable,False,apartment,3.0,3.0,3.0,False,Köpenick_Köpenick,80.0,0,"Salvador-Allende-Str. 76P, 12559 Berlin, Germany"
211893,296.0,central_heating,False,True,2.4,1056.0,1972.0,58835430,False,False,760.0,88.4,negotiable,yes,True,apartment,3.0,2.0,12.0,False,Tempelhof_Tempelhof,105.37983927253362,0,"Burgemeister Straße 82, 12099 Berlin, Germany"
211941,159.41,district_heating,True,True,32.13564239968631,980.0,2019.0,111361503,True,True,761.16,61.31,first_time_use,no,True,ground_floor,2.0,1.0,5.0,False,Niederschöneweide_Treptow,59.43,0,"Flutstraße 3, 12439 Berlin, Germany"
211952,98.0,central_heating,False,False,40.0,683.0,1980.0,112271198,True,False,585.0,25.05,first_time_use,no,True,apartment,1.0,3.0,5.0,False,Wedding_Wedding,35.126613090844536,0,"Gerichtstrasse 66, 13347 Berlin, Germany"
211994,0.0,central_heating,False,False,32.13564239968631,710.0,1980.0,113846478,False,False,710.0,23.0,mint_condition,no,False,apartment,1.0,0.0,5.0,False,Wedding_Wedding,0.0,0,"Koloniestraße 0, 13359 Berlin, Germany"
212001,99.2,district_heating,True,True,32.13564239968631,892.8,2017.0,104439175,False,True,744.0,62.0,first_time_use,negotiable,True,apartment,2.0,8.0,8.0,False,Friedrichsfelde_Lichtenberg,49.6,1,"Dolgenseestraße 32/33, 10319 Berlin, Germany"
212026,238.0,floor_heating,False,True,40.0,1237.0,1998.0,113369369,True,True,999.0,87.58,first_time_use,no,False,ground_floor,3.0,0.0,6.0,False,Französisch_Buchholz_Pankow,130.0,0,"Nantesstraße 70, 13127 Berlin, Germany"
212052,133.0,central_heating,False,False,40.0,1051.0,1905.0,111355444,False,False,918.0,51.0,first_time_use_after_refurbishment,no,False,apartment,2.0,3.0,4.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,0,"Kastanienallee 84, 10435 Berlin, Germany"
212089,146.83,district_heating,False,True,40.0,484.54,1964.0,113805251,False,True,337.71,38.03,modernized,no,True,apartment,1.0,6.0,4.0,False,Spandau_Spandau,47.27,0,"Knüllweg 1, 13589 Berlin, Germany"
212099,120.0,district_heating,False,True,40.0,472.54,1974.0,115380303,False,False,302.54,44.0,well_kept,negotiable,True,apartment,1.0,6.0,8.0,False,Neukölln_Neukölln,50.0,0,"Aronsstr. 53, 12057 Berlin, Germany"
212157,241.0,district_heating,False,True,40.0,1300.0,1996.0,111422106,True,False,1059.0,88.25,modernized,no,False,ground_floor,4.0,0.0,5.0,False,Französisch_Buchholz_Pankow,141.0,0,"Arnouxstraße 33, 13127 Berlin, Germany"
212231,153.0,floor_heating,True,True,10.0,682.1266130908446,2019.0,115169637,True,False,494.0,26.0,first_time_use,no,True,apartment,1.0,3.0,4.0,False,Marienfelde_Tempelhof,35.126613090844536,0,"Malteserstraße 148, 12277 Berlin, Germany"
212261,314.22,central_heating,False,True,40.0,2147.17,2013.0,104645712,False,False,1832.95,104.74,first_time_use,negotiable,True,roof_storey,3.0,6.0,6.0,False,Mitte_Mitte,105.37983927253362,1,"Boyenstraße 33, 10115 Berlin, Germany"
212288,109.0,central_heating,False,True,2.4,2343.0,1900.0,110996070,True,True,2183.0,72.78,first_time_use,yes,False,roof_storey,3.0,5.0,5.0,True,Prenzlauer_Berg_Prenzlauer_Berg,51.0,1,"Rykestraße 50, 10405 Berlin, Germany"
212299,145.0,floor_heating,True,True,40.0,1561.0,2017.0,103718883,False,True,1276.0,98.17,first_time_use,negotiable,True,ground_floor,3.0,0.0,2.0,False,Lichterfelde_Steglitz,140.0,1,"Brauerstraße 1, 12209 Berlin, Germany"
212308,440.0,district_heating,False,True,10.0,2290.0,2017.0,111212062,True,True,1850.0,96.0,first_time_use,no,True,apartment,2.0,0.0,5.0,False,Mitte_Mitte,70.25322618168907,0,"Französische Straße 56 - 60, 10117 Berlin, Germany"
212334,891.0,floor_heating,False,True,2.4,5288.0,2006.0,107307458,True,True,4100.0,150.0,fully_renovated,negotiable,True,maisonette,3.0,0.0,5.0,False,Mitte_Mitte,297.0,1,"Voßstraße 20, 10117 Berlin, Germany"
212336,230.0,central_heating,False,False,40.0,953.0,2011.0,113845007,True,True,723.0,80.4,mint_condition,no,False,maisonette,3.0,0.0,1.0,False,Lichterfelde_Steglitz,105.37983927253362,0,"Königsberger Str. 23, 12207 Berlin, Germany"
